transaction_id,source_inventory_id,destination_inventory_id,quantity,dest_qty,loss_percent,mode
TXN-B1066-1,COLLECTION_SOURCE,INV-B1066-1,1933.4,1855.73,4.02,INWARD
TXN-B1066-2,INV-B1066-1,INV-B1066-2,1855.73,1755.54,5.4,SEGREGATION
TXN-B1067-1,COLLECTION_SOURCE,INV-B1067-1,984.23,941.02,4.39,INWARD
TXN-B1067-2,INV-B1067-1,INV-B1067-2,941.02,890.91,5.33,SEGREGATION
TXN-B1067-3,INV-B1067-2,INV-B1067-3,890.91,847.88,4.83,WASHING
TXN-B1067-4,INV-B1067-3,INV-B1067-4,847.88,809.03,4.58,RECYCLING
TXN-B1067-5,INV-B1067-4,INV-B1067-5,809.03,777.58,3.89,DISPATCH
TXN-B1068-1,COLLECTION_SOURCE,INV-B1068-1,1718.09,1666.41,3.01,INWARD
TXN-B1068-2,INV-B1068-1,INV-B1068-2,1666.41,1613.98,3.15,SEGREGATION
TXN-B1068-3,INV-B1068-2,INV-B1068-3,1613.98,1559.42,3.38,WASHING
TXN-B1068-4,INV-B1068-3,INV-B1068-4,1559.42,1486.96,4.65,RECYCLING
TXN-B1068-5,INV-B1068-4,INV-B1068-5,1486.96,1410.03,5.17,DISPATCH
TXN-B1069-1,COLLECTION_SOURCE,INV-B1069-1,1661.41,1562.62,5.95,INWARD
TXN-B1069-2,INV-B1069-1,INV-B1069-2,1562.62,1498.58,4.1,SEGREGATION
TXN-B1069-3,INV-B1069-2,INV-B1069-3,1498.58,1453.26,3.02,WASHING
TXN-B1069-4,INV-B1069-3,INV-B1069-4,1453.26,1381.73,4.92,RECYCLING
TXN-B1069-5,INV-B1069-4,INV-B1069-5,1381.73,1315.39,4.8,DISPATCH
TXN-B1070-1,COLLECTION_SOURCE,INV-B1070-1,1932.86,1829.52,5.35,INWARD
TXN-B1070-2,INV-B1070-1,INV-B1070-2,1829.52,1741.53,4.81,SEGREGATION
TXN-B1070-3,INV-B1070-2,INV-B1070-3,1741.53,1662.09,4.56,WASHING
TXN-B1070-4,INV-B1070-3,INV-B1070-4,1662.09,1593.52,4.13,RECYCLING
TXN-B1070-5,INV-B1070-4,INV-B1070-5,1593.52,1528.48,4.08,DISPATCH
TXN-B1071-1,COLLECTION_SOURCE,INV-B1071-1,1751.52,1654.38,5.55,INWARD
TXN-B1072-1,COLLECTION_SOURCE,INV-B1072-1,2086.19,1962.12,5.95,INWARD
TXN-B1072-2,INV-B1072-1,INV-B1072-2,1962.12,1844.97,5.97,SEGREGATION
TXN-B1072-3,INV-B1072-2,INV-B1072-3,1844.97,1757.62,4.73,WASHING
TXN-B1072-4,INV-B1072-3,INV-B1072-4,1757.62,1696.6,3.47,RECYCLING
TXN-B1072-5,INV-B1072-4,INV-B1072-5,1696.6,1628.71,4.0,DISPATCH
TXN-B1073-1,COLLECTION_SOURCE,INV-B1073-1,2055.73,1966.04,4.36,INWARD
TXN-B1073-2,INV-B1073-1,INV-B1073-2,1966.04,1905.09,3.1,SEGREGATION
TXN-B1073-3,INV-B1073-2,INV-B1073-3,1905.09,1846.03,3.1,WASHING
TXN-B1073-4,INV-B1073-3,INV-B1073-4,1846.03,1740.05,5.74,RECYCLING
TXN-B1073-5,INV-B1073-4,INV-B1073-5,1740.05,1665.0,4.31,DISPATCH
TXN-B1074-1,COLLECTION_SOURCE,INV-B1074-1,1488.1,1436.32,3.48,INWARD
TXN-B1074-2,INV-B1074-1,INV-B1074-2,1436.32,1382.27,3.76,SEGREGATION
TXN-B1074-3,INV-B1074-2,INV-B1074-3,1382.27,1315.84,4.81,WASHING
TXN-B1074-4,INV-B1074-3,INV-B1074-4,1315.84,1273.96,3.18,RECYCLING
TXN-B1074-5,INV-B1074-4,INV-B1074-5,1273.96,1225.3,3.82,DISPATCH
TXN-B1075-1,COLLECTION_SOURCE,INV-B1075-1,2436.5,2359.28,3.17,INWARD
TXN-B1075-2,INV-B1075-1,INV-B1075-2,2359.28,2254.98,4.42,SEGREGATION
TXN-B1075-3,INV-B1075-2,INV-B1075-3,2254.98,2178.3,3.4,WASHING
TXN-B1075-4,INV-B1075-3,INV-B1075-4,2178.3,2080.77,4.48,RECYCLING
TXN-B1075-5,INV-B1075-4,INV-B1075-5,2080.77,2014.27,3.2,DISPATCH
TXN-B1076-1,COLLECTION_SOURCE,INV-B1076-1,1828.94,1738.8,4.93,INWARD
TXN-B1076-2,INV-B1076-1,INV-B1076-2,1738.8,1641.52,5.59,SEGREGATION
TXN-B1076-3,INV-B1076-2,INV-B1076-3,1641.52,1582.76,3.58,WASHING
TXN-B1076-4,INV-B1076-3,INV-B1076-4,1582.76,1531.81,3.22,RECYCLING
TXN-B1076-5,INV-B1076-4,INV-B1076-5,1531.81,1479.52,3.41,DISPATCH
TXN-B1077-1,COLLECTION_SOURCE,INV-B1077-1,1518.24,1442.57,4.98,INWARD
TXN-B1077-2,INV-B1077-1,INV-B1077-2,1442.57,1376.8,4.56,SEGREGATION
TXN-B1077-3,INV-B1077-2,INV-B1077-3,1376.8,1320.03,4.12,WASHING
TXN-B1077-4,INV-B1077-3,INV-B1077-4,1320.03,1275.79,3.35,RECYCLING
TXN-B1077-5,INV-B1077-4,INV-B1077-5,1275.79,1199.83,5.95,DISPATCH
TXN-B1078-1,COLLECTION_SOURCE,INV-B1078-1,2482.53,2355.58,5.11,INWARD
TXN-B1078-2,INV-B1078-1,INV-B1078-2,2355.58,2222.7,5.64,SEGREGATION
TXN-B1078-3,INV-B1078-2,INV-B1078-3,2222.7,2140.44,3.7,WASHING
TXN-B1078-4,INV-B1078-3,INV-B1078-4,2140.44,2047.7,4.33,RECYCLING
TXN-B1078-5,INV-B1078-4,INV-B1078-5,2047.7,1985.19,3.05,DISPATCH
TXN-B1079-1,COLLECTION_SOURCE,INV-B1079-1,996.33,948.49,4.8,INWARD
TXN-B1079-2,INV-B1079-1,INV-B1079-2,948.49,892.34,5.92,SEGREGATION
TXN-B1079-3,INV-B1079-2,INV-B1079-3,892.34,854.72,4.22,WASHING
TXN-B1079-4,INV-B1079-3,INV-B1079-4,854.72,815.86,4.55,RECYCLING
TXN-B1079-5,INV-B1079-4,INV-B1079-5,815.86,767.11,5.97,DISPATCH
TXN-B1080-1,COLLECTION_SOURCE,INV-B1080-1,1293.23,1253.92,3.04,INWARD
TXN-B1080-2,INV-B1080-1,INV-B1080-2,1253.92,1207.79,3.68,SEGREGATION
TXN-B1080-3,INV-B1080-2,INV-B1080-3,1207.79,1139.48,5.66,WASHING
TXN-B1080-4,INV-B1080-3,INV-B1080-4,1139.48,1096.74,3.75,RECYCLING
TXN-B1080-5,INV-B1080-4,INV-B1080-5,1096.74,1048.14,4.43,DISPATCH
TXN-B1081-1,COLLECTION_SOURCE,INV-B1081-1,1490.9,1371.23,8.03,INWARD
TXN-B1081-2,INV-B1081-1,INV-B1081-2,1371.23,1252.13,8.69,SEGREGATION
TXN-B1081-3,INV-B1081-2,INV-B1081-3,1252.13,1134.68,9.38,WASHING
TXN-B1081-4,INV-B1081-3,INV-B1081-4,1134.68,1058.64,6.7,RECYCLING
TXN-B1081-5,INV-B1081-4,INV-B1081-5,1058.64,944.81,10.75,DISPATCH
TXN-B1082-1,COLLECTION_SOURCE,INV-B1082-1,2389.56,2159.79,9.62,INWARD
TXN-B1082-2,INV-B1082-1,INV-B1082-2,2159.79,1955.59,9.45,SEGREGATION
TXN-B1082-3,INV-B1082-2,INV-B1082-3,1955.59,1854.79,5.15,WASHING
TXN-B1082-4,INV-B1082-3,INV-B1082-4,1854.79,1725.68,6.96,RECYCLING
TXN-B1082-5,INV-B1082-4,INV-B1082-5,1725.68,1584.31,8.19,DISPATCH
TXN-B1083-1,COLLECTION_SOURCE,INV-B1083-1,686.1,629.82,8.2,INWARD
TXN-B1083-2,INV-B1083-1,INV-B1083-2,629.82,573.27,8.98,SEGREGATION
TXN-B1083-3,INV-B1083-2,INV-B1083-3,573.27,527.29,8.02,WASHING
TXN-B1083-4,INV-B1083-3,INV-B1083-4,527.29,474.24,10.06,RECYCLING
TXN-B1083-5,INV-B1083-4,INV-B1083-5,474.24,443.68,6.44,DISPATCH
TXN-B1084-1,COLLECTION_SOURCE,INV-B1084-1,2033.07,1867.1,8.16,INWARD
TXN-B1084-2,INV-B1084-1,INV-B1084-2,1867.1,1722.67,7.74,SEGREGATION
TXN-B1084-3,INV-B1084-2,INV-B1084-3,1722.67,1537.31,10.76,WASHING
TXN-B1084-4,INV-B1084-3,INV-B1084-4,1537.31,1363.0,11.34,RECYCLING
TXN-B1084-5,INV-B1084-4,INV-B1084-5,1363.0,1236.78,9.26,DISPATCH
TXN-B1085-1,COLLECTION_SOURCE,INV-B1085-1,1699.62,1529.0,10.04,INWARD
TXN-B1085-2,INV-B1085-1,INV-B1085-2,1529.0,1417.29,7.31,SEGREGATION
TXN-B1085-3,INV-B1085-2,INV-B1085-3,1417.29,1274.13,10.1,WASHING
TXN-B1085-4,INV-B1085-3,INV-B1085-4,1274.13,1192.66,6.39,RECYCLING
TXN-B1085-5,INV-B1085-4,INV-B1085-5,1192.66,1103.9,7.44,DISPATCH
TXN-B1086-1,COLLECTION_SOURCE,INV-B1086-1,1206.26,1075.32,10.86,INWARD
TXN-B1086-2,INV-B1086-1,INV-B1086-2,1075.32,990.48,7.89,SEGREGATION
TXN-B1086-3,INV-B1086-2,INV-B1086-3,990.48,890.38,10.11,WASHING
TXN-B1086-4,INV-B1086-3,INV-B1086-4,890.38,845.45,5.05,RECYCLING
TXN-B1086-5,INV-B1086-4,INV-B1086-5,845.45,797.41,5.68,DISPATCH
TXN-B1087-1,COLLECTION_SOURCE,INV-B1087-1,968.68,910.7,5.99,INWARD
TXN-B1087-2,INV-B1087-1,INV-B1087-2,910.7,802.75,11.85,SEGREGATION
TXN-B1087-3,INV-B1087-2,INV-B1087-3,802.75,714.68,10.97,WASHING
TXN-B1087-4,INV-B1087-3,INV-B1087-4,714.68,634.81,11.18,RECYCLING
TXN-B1087-5,INV-B1087-4,INV-B1087-5,634.81,601.79,5.2,DISPATCH
TXN-B1088-1,COLLECTION_SOURCE,INV-B1088-1,496.51,470.35,5.27,INWARD
TXN-B1088-2,INV-B1088-1,INV-B1088-2,470.35,439.37,6.59,SEGREGATION
TXN-B1088-3,INV-B1088-2,INV-B1088-3,439.37,407.6,7.23,WASHING
TXN-B1088-4,INV-B1088-3,INV-B1088-4,407.6,378.54,7.13,RECYCLING
TXN-B1088-5,INV-B1088-4,INV-B1088-5,378.54,352.42,6.9,DISPATCH
TXN-B1089-1,COLLECTION_SOURCE,INV-B1089-1,1211.13,1121.09,7.43,INWARD
TXN-B1089-2,INV-B1089-1,INV-B1089-2,1121.09,993.22,11.41,SEGREGATION
TXN-B1089-3,INV-B1089-2,INV-B1089-3,993.22,934.11,5.95,WASHING
TXN-B1089-4,INV-B1089-3,INV-B1089-4,934.11,838.13,10.27,RECYCLING
TXN-B1089-5,INV-B1089-4,INV-B1089-5,838.13,766.44,8.55,DISPATCH
TXN-B1090-1,COLLECTION_SOURCE,INV-B1090-1,767.41,700.69,8.69,INWARD
TXN-B1090-2,INV-B1090-1,INV-B1090-2,700.69,651.65,7.0,SEGREGATION
TXN-B1090-3,INV-B1090-2,INV-B1090-3,651.65,593.38,8.94,WASHING
TXN-B1090-4,INV-B1090-3,INV-B1090-4,593.38,552.26,6.93,RECYCLING
TXN-B1091-1,COLLECTION_SOURCE,INV-B1091-1,1734.71,1633.79,5.82,INWARD
TXN-B1091-2,INV-B1091-1,INV-B1091-2,1633.79,1546.33,5.35,SEGREGATION
TXN-B1091-3,INV-B1091-2,INV-B1091-3,1546.33,1367.96,11.54,WASHING
TXN-B1091-4,INV-B1091-3,INV-B1091-4,1367.96,1266.52,7.42,RECYCLING
TXN-B1091-5,INV-B1091-4,INV-B1091-5,1266.52,1120.01,11.57,DISPATCH
TXN-B1092-1,COLLECTION_SOURCE,INV-B1092-1,1017.58,923.94,9.2,INWARD
TXN-B1092-2,INV-B1092-1,INV-B1092-2,923.94,846.42,8.39,SEGREGATION
TXN-B1092-3,INV-B1092-2,INV-B1092-3,846.42,763.89,9.75,WASHING
TXN-B1092-4,INV-B1092-3,INV-B1092-4,763.89,683.13,10.57,RECYCLING
TXN-B1093-1,COLLECTION_SOURCE,INV-B1093-1,409.0,367.36,10.18,INWARD
TXN-B1093-2,INV-B1093-1,INV-B1093-2,367.36,329.88,10.2,SEGREGATION
TXN-B1093-3,INV-B1093-2,INV-B1093-3,329.88,290.93,11.81,WASHING
TXN-B1093-4,INV-B1093-3,INV-B1093-4,290.93,269.03,7.53,RECYCLING
TXN-B1093-5,INV-B1093-4,INV-B1093-5,269.03,239.13,11.12,DISPATCH
TXN-B1094-1,COLLECTION_SOURCE,INV-B1094-1,1445.58,1332.86,7.8,INWARD
TXN-B1094-2,INV-B1094-1,INV-B1094-2,1332.86,1233.11,7.48,SEGREGATION
TXN-B1094-3,INV-B1094-2,INV-B1094-3,1233.11,1148.84,6.83,WASHING
TXN-B1094-4,INV-B1094-3,INV-B1094-4,1148.84,1049.73,8.63,RECYCLING
TXN-B1094-5,INV-B1094-4,INV-B1094-5,1049.73,980.04,6.64,DISPATCH
TXN-B1095-1,COLLECTION_SOURCE,INV-B1095-1,2195.0,2016.26,8.14,INWARD
TXN-B1095-2,INV-B1095-1,INV-B1095-2,2016.26,1785.31,11.45,SEGREGATION
TXN-B1095-3,INV-B1095-2,INV-B1095-3,1785.31,1693.57,5.14,WASHING
TXN-B1095-4,INV-B1095-3,INV-B1095-4,1693.57,1518.51,10.34,RECYCLING
TXN-B1095-5,INV-B1095-4,INV-B1095-5,1518.51,1368.43,9.88,DISPATCH
TXN-B1096-1,COLLECTION_SOURCE,INV-B1096-1,460.68,420.7,8.68,INWARD
TXN-B1096-2,INV-B1096-1,INV-B1096-2,420.7,372.97,11.35,SEGREGATION
TXN-B1096-3,INV-B1096-2,INV-B1096-3,372.97,345.26,7.43,WASHING
TXN-B1096-4,INV-B1096-3,INV-B1096-4,345.26,312.61,9.46,RECYCLING
TXN-B1096-5,INV-B1096-4,INV-B1096-5,312.61,291.65,6.71,DISPATCH
TXN-B1097-1,COLLECTION_SOURCE,INV-B1097-1,1305.2,1162.84,10.91,INWARD
TXN-B1097-2,INV-B1097-1,INV-B1097-2,1162.84,1097.03,5.66,SEGREGATION
TXN-B1097-3,INV-B1097-2,INV-B1097-3,1097.03,1018.81,7.13,WASHING
TXN-B1097-4,INV-B1097-3,INV-B1097-4,1018.81,949.4,6.81,RECYCLING
TXN-B1097-5,INV-B1097-4,INV-B1097-5,949.4,880.42,7.27,DISPATCH
TXN-B1098-1,COLLECTION_SOURCE,INV-B1098-1,1399.48,1289.88,7.83,INWARD
TXN-B1098-2,INV-B1098-1,INV-B1098-2,1289.88,1181.13,8.43,SEGREGATION
TXN-B1098-3,INV-B1098-2,INV-B1098-3,1181.13,1099.14,6.94,WASHING
TXN-B1099-1,COLLECTION_SOURCE,INV-B1099-1,1113.35,983.57,11.66,INWARD
TXN-B1099-2,INV-B1099-1,INV-B1099-2,983.57,905.01,7.99,SEGREGATION
TXN-B1099-3,INV-B1099-2,INV-B1099-3,905.01,818.21,9.59,WASHING
TXN-B1099-4,INV-B1099-3,INV-B1099-4,818.21,742.63,9.24,RECYCLING
TXN-B1099-5,INV-B1099-4,INV-B1099-5,742.63,687.63,7.41,DISPATCH
TXN-B1100-1,COLLECTION_SOURCE,INV-B1100-1,708.82,672.51,5.12,INWARD
TXN-B1100-2,INV-B1100-1,INV-B1100-2,672.51,617.86,8.13,SEGREGATION
TXN-B1100-3,INV-B1100-2,INV-B1100-3,617.86,545.76,11.67,WASHING
TXN-B1100-4,INV-B1100-3,INV-B1100-4,545.76,512.17,6.15,RECYCLING
TXN-B1100-5,INV-B1100-4,INV-B1100-5,512.17,483.5,5.6,DISPATCH
TXN-B1101-1,COLLECTION_SOURCE,INV-B1101-1,2361.32,1753.7,25.73,INWARD
TXN-B1101-2,INV-B1101-1,INV-B1101-2,1753.7,1226.72,30.05,SEGREGATION
TXN-B1101-3,INV-B1101-2,INV-B1101-3,1226.72,719.12,41.38,WASHING
TXN-B1101-4,INV-B1101-3,INV-B1101-4,719.12,502.13,30.17,RECYCLING
TXN-B1101-5,INV-B1101-4,INV-B1101-5,502.13,321.87,35.9,DISPATCH
TXN-B1102-1,COLLECTION_SOURCE,INV-B1102-1,1784.18,1401.45,21.45,INWARD
TXN-B1102-2,INV-B1102-1,INV-B1102-2,1401.45,1256.74,10.33,SEGREGATION
TXN-B1102-3,INV-B1102-2,INV-B1102-3,1256.74,651.37,48.17,WASHING
TXN-B1102-4,INV-B1102-3,INV-B1102-4,651.37,420.31,35.47,RECYCLING
TXN-B1102-5,INV-B1102-4,INV-B1102-5,420.31,237.94,43.39,DISPATCH
TXN-B1103-1,COLLECTION_SOURCE,INV-B1103-1,776.31,619.77,20.17,INWARD
TXN-B1103-2,INV-B1103-1,INV-B1103-2,619.77,583.1,5.92,SEGREGATION
TXN-B1103-3,INV-B1103-2,INV-B1103-3,583.1,484.46,16.92,WASHING
TXN-B1103-4,INV-B1103-3,INV-B1103-4,484.46,353.86,26.96,RECYCLING
TXN-B1103-5,INV-B1103-4,INV-B1103-5,353.86,231.6,34.55,DISPATCH
TXN-B1104-1,COLLECTION_SOURCE,INV-B1104-1,2440.73,1907.8,21.83,INWARD
TXN-B1104-2,INV-B1104-1,INV-B1104-2,1907.8,1193.6,37.44,SEGREGATION
TXN-B1104-3,INV-B1104-2,INV-B1104-3,1193.6,1152.49,3.44,WASHING
TXN-B1105-1,COLLECTION_SOURCE,INV-B1105-1,1127.08,588.03,47.83,INWARD
TXN-B1105-2,INV-B1105-1,INV-B1105-2,588.03,565.63,3.81,SEGREGATION
TXN-B1105-3,INV-B1105-2,INV-B1105-3,565.63,443.59,21.58,WASHING
TXN-B1105-4,INV-B1105-3,INV-B1105-4,443.59,333.49,24.82,RECYCLING
TXN-B1105-5,INV-B1105-4,INV-B1105-5,333.49,214.72,35.61,DISPATCH
TXN-B1106-1,COLLECTION_SOURCE,INV-B1106-1,543.05,335.21,38.27,INWARD
TXN-B1106-2,INV-B1106-1,INV-B1106-2,335.21,321.88,3.98,SEGREGATION
TXN-B1106-3,INV-B1106-2,INV-B1106-3,321.88,162.51,49.51,WASHING
TXN-B1106-4,INV-B1106-3,INV-B1106-4,162.51,94.1,42.1,RECYCLING
TXN-B1106-5,INV-B1106-4,INV-B1106-5,94.1,80.43,14.52,DISPATCH
TXN-B1107-1,COLLECTION_SOURCE,INV-B1107-1,1702.68,876.06,48.55,INWARD
TXN-B1107-2,INV-B1107-1,INV-B1107-2,876.06,599.15,31.61,SEGREGATION
TXN-B1107-3,INV-B1107-2,INV-B1107-3,599.15,554.98,7.37,WASHING
TXN-B1107-4,INV-B1107-3,INV-B1107-4,554.98,359.31,35.26,RECYCLING
TXN-B1107-5,INV-B1107-4,INV-B1107-5,359.31,306.0,14.84,DISPATCH
TXN-B1108-1,COLLECTION_SOURCE,INV-B1108-1,1739.93,1565.15,10.05,INWARD
TXN-B1108-2,INV-B1108-1,INV-B1108-2,1565.15,1113.07,28.88,SEGREGATION
TXN-B1108-3,INV-B1108-2,INV-B1108-3,1113.07,1027.4,7.7,WASHING
TXN-B1108-4,INV-B1108-3,INV-B1108-4,1027.4,967.45,5.84,RECYCLING
TXN-B1108-5,INV-B1108-4,INV-B1108-5,967.45,788.49,18.5,DISPATCH
TXN-B1109-1,COLLECTION_SOURCE,INV-B1109-1,928.19,664.45,28.41,INWARD
TXN-B1109-2,INV-B1109-1,INV-B1109-2,664.45,345.25,48.04,SEGREGATION
TXN-B1109-3,INV-B1109-2,INV-B1109-3,345.25,294.07,14.83,WASHING
TXN-B1109-4,INV-B1109-3,INV-B1109-4,294.07,158.78,46.01,RECYCLING
TXN-B1109-5,INV-B1109-4,INV-B1109-5,158.78,146.13,7.97,DISPATCH
TXN-B1110-1,COLLECTION_SOURCE,INV-B1110-1,1178.16,645.24,45.23,INWARD
TXN-B1110-2,INV-B1110-1,INV-B1110-2,645.24,637.39,1.22,SEGREGATION
TXN-B1110-3,INV-B1110-2,INV-B1110-3,637.39,603.18,5.37,WASHING
TXN-B1110-4,INV-B1110-3,INV-B1110-4,603.18,380.12,36.98,RECYCLING
TXN-B1110-5,INV-B1110-4,INV-B1110-5,380.12,324.4,14.66,DISPATCH
TXN-B1111-1,COLLECTION_SOURCE,INV-B1111-1,1875.9,1797.46,4.18,INWARD
TXN-B1111-2,INV-B1111-1,INV-B1111-2,1797.46,1409.71,21.57,SEGREGATION
TXN-B1111-3,INV-B1111-2,INV-B1111-3,1409.71,778.77,44.76,WASHING
TXN-B1111-4,INV-B1111-3,INV-B1111-4,778.77,669.54,14.03,RECYCLING
TXN-B1111-5,INV-B1111-4,INV-B1111-5,669.54,606.48,9.42,DISPATCH
TXN-B1112-1,COLLECTION_SOURCE,INV-B1112-1,1819.5,1494.67,17.85,INWARD
TXN-B1112-2,INV-B1112-1,INV-B1112-2,1494.67,898.48,39.89,SEGREGATION
TXN-B1112-3,INV-B1112-2,INV-B1112-3,898.48,659.52,26.6,WASHING
TXN-B1112-4,INV-B1112-3,INV-B1112-4,659.52,580.92,11.92,RECYCLING
TXN-B1112-5,INV-B1112-4,INV-B1112-5,580.92,512.17,11.83,DISPATCH
TXN-B1113-1,COLLECTION_SOURCE,INV-B1113-1,1995.69,1938.53,2.86,INWARD
TXN-B1113-2,INV-B1113-1,INV-B1113-2,1938.53,1523.19,21.43,SEGREGATION
TXN-B1113-3,INV-B1113-2,INV-B1113-3,1523.19,896.99,41.11,WASHING
TXN-B1113-4,INV-B1113-3,INV-B1113-4,896.99,735.26,18.03,RECYCLING
TXN-B1113-5,INV-B1113-4,INV-B1113-5,735.26,564.65,23.2,DISPATCH
TXN-B1114-1,COLLECTION_SOURCE,INV-B1114-1,469.62,419.95,10.58,INWARD
TXN-B1114-2,INV-B1114-1,INV-B1114-2,419.95,336.07,19.97,SEGREGATION
TXN-B1114-3,INV-B1114-2,INV-B1114-3,336.07,264.41,21.32,WASHING
TXN-B1114-4,INV-B1114-3,INV-B1114-4,264.41,200.84,24.04,RECYCLING
TXN-B1114-5,INV-B1114-4,INV-B1114-5,200.84,175.86,12.44,DISPATCH
TXN-B1115-1,COLLECTION_SOURCE,INV-B1115-1,742.13,588.11,20.75,INWARD
TXN-B1115-2,INV-B1115-1,INV-B1115-2,588.11,548.89,6.67,SEGREGATION
TXN-B1115-3,INV-B1115-2,INV-B1115-3,548.89,304.62,44.5,WASHING
TXN-B1115-4,INV-B1115-3,INV-B1115-4,304.62,275.41,9.59,RECYCLING
TXN-B1115-5,INV-B1115-4,INV-B1115-5,275.41,155.52,43.53,DISPATCH
TXN-B1116-1,COLLECTION_SOURCE,INV-B1116-1,1815.35,1756.81,3.22,INWARD
TXN-B1116-2,INV-B1116-1,INV-B1116-2,1756.81,1622.4,7.65,SEGREGATION
TXN-B1116-3,INV-B1116-2,INV-B1116-3,1622.4,1363.13,15.98,WASHING
TXN-B1116-4,INV-B1116-3,INV-B1116-4,1363.13,1200.62,11.92,RECYCLING
TXN-B1116-5,INV-B1116-4,INV-B1116-5,1200.62,1143.15,4.79,DISPATCH
TXN-B1117-1,COLLECTION_SOURCE,INV-B1117-1,1407.94,1089.36,22.63,INWARD
TXN-B1117-2,INV-B1117-1,INV-B1117-2,1089.36,1004.14,7.82,SEGREGATION
TXN-B1117-3,INV-B1117-2,INV-B1117-3,1004.14,782.79,22.04,WASHING
TXN-B1117-4,INV-B1117-3,INV-B1117-4,782.79,746.41,4.65,RECYCLING
TXN-B1117-5,INV-B1117-4,INV-B1117-5,746.41,711.05,4.74,DISPATCH
TXN-B1118-1,COLLECTION_SOURCE,INV-B1118-1,806.96,764.35,5.28,INWARD
TXN-B1118-2,INV-B1118-1,INV-B1118-2,764.35,484.17,36.66,SEGREGATION
TXN-B1118-3,INV-B1118-2,INV-B1118-3,484.17,292.12,39.67,WASHING
TXN-B1118-4,INV-B1118-3,INV-B1118-4,292.12,229.5,21.44,RECYCLING
TXN-B1118-5,INV-B1118-4,INV-B1118-5,229.5,168.08,26.76,DISPATCH
TXN-B1119-1,COLLECTION_SOURCE,INV-B1119-1,1378.5,1054.6,23.5,INWARD
TXN-B1119-2,INV-B1119-1,INV-B1119-2,1054.6,979.8,7.09,SEGREGATION
TXN-B1120-1,COLLECTION_SOURCE,INV-B1120-1,1604.71,1069.33,33.36,INWARD
TXN-B1120-2,INV-B1120-1,INV-B1120-2,1069.33,834.41,21.97,SEGREGATION
TXN-B1120-3,INV-B1120-2,INV-B1120-3,834.41,757.07,9.27,WASHING
TXN-B1120-4,INV-B1120-3,INV-B1120-4,757.07,719.81,4.92,RECYCLING
TXN-B1120-5,INV-B1120-4,INV-B1120-5,719.81,629.26,12.58,DISPATCH
